Time,Simulation_1,Simulation_2,Simulation_3,Simulation_4,Simulation_5,Simulation_6,Simulation_7,Simulation_8,Simulation_9,Simulation_10
0.38,8.13859116294868,6.962727849827095,5.535813097297316,1.2135733546476912,3.512893001127445,1.7832782862649565,0.2826117930288652,8.183228902712141,1.3865636647498503,2.634424557995776
0.39,8.006435178744304,4.522799759530178,8.852160038193844,0.9860437683646828,7.666811956510137,8.745260427947011,5.2491357563632155,8.12156368206144,3.395943556743366,9.033825589674281
0.4,3.814756155787171,9.11937897687906,8.073893898025016,1.2050989030215498,7.717894533576507,6.018069435075618,5.030240701935086,2.7761657653029213,0.03584347777794483,5.102643452629827
0.41000000000000003,3.7177338894343004,4.900838491899011,0.7594742996920334,9.192221486813022,7.941640409219674,8.728127944621395,9.382518081708358,1.502371759571498,1.8298381172375922,9.227450373716218
0.42,3.846150810648581,8.445882165415213,0.5770386364506386,9.463565933071523,0.8384685097342481,7.408297644103746,3.0261505258347077,4.385729290867345,4.315905682417443,6.070138833876866
0.43,9.79963208924587,9.447548918809854,5.545234929755378,7.135213968672261,0.5502985956341389,4.600089808252803,2.9298495216365614,8.42627060135636,7.6841940662183195,5.551210791951181
0.44,3.917739636571478,7.846441142063676,7.731738555689473,4.293343127846107,8.355095686930397,2.276359783090074,7.840913493545844,4.212953475294363,1.3883837870909665,2.6161707892839923
0.45,8.775039857070047,1.1168359115043314,6.380855010201424,5.459231016635709,6.1306380029453695,5.068893647366646,4.940233089225632,8.507664372793455,0.4109828191361087,4.222541988411206
0.46,6.728860543725517,5.77969275941946,2.9606129531551884,2.9620652970373684,2.4722360896271156,6.394455292853243,2.711156372582085,9.77003797982841,7.115704286200303,5.643264082466878
0.47000000000000003,9.622401443462802,5.333929011777022,8.340105165362594,0.745676277735412,6.9272092486681185,7.0061340698521875,5.439682939354682,9.543324166631342,6.327327162999717,9.077627391481816
0.48,5.916601309457991,5.336250844423963,5.112190190416001,5.462875404251472,8.162476100520307,1.375332513948061,3.1247032190084467,7.53091561183508,3.4631588883535667,3.912017055362206
0.49,5.630366385111739,6.968545141904675,7.173203733255066,5.393817468464381,4.861186556012015,2.2857179778212844,4.1187612054227625,1.0846454520079707,0.0027348561265860827,0.7094521090145001
0.5,9.844453658675938,5.5613125447348,0.8897638351526904,3.5996791432639688,4.768350211990495,8.789873465624341,2.561712891160007,6.064699608854593,0.3883257811621166,4.544139289960577
0.51,8.423399844643441,2.0554239511815053,9.900179513114027,7.3024210250553,7.43075164522443,4.317447082793664,6.257650486992219,4.649654668749043,9.95767075117192,2.8476315908042493
0.52,7.155245982094286,7.121159870204282,0.4915033467223684,0.1440830144025207,5.2127820617132015,3.3621453220395656,3.6004813203799477,6.844913391445654,9.486342915884856,2.9583897520952505
0.53,8.694566136240411,1.3840796989560744,1.3386590991991998,3.577178353426943,8.404365451681233,4.196058879277983,5.699790997782685,4.789377194508889,1.0238710413811813,3.343917252108366
0.54,6.182236480740161,4.721166529586741,3.643982134737771,9.733647082829,8.154607734847039,6.87606408584336,2.74954842782975,2.651333222323946,0.3334288384787931,1.0445610593948396
0.55,7.929342548798745,1.4937684216989133,2.42156253585693,7.002776656126345,4.896392376409543,2.534785117949412,9.966990925951016,7.044871825533051,7.09372768970132,4.393639841398035
0.56,1.5250442286209909,7.256857607662655,6.879227274486136,3.748521024645312,4.552521347532622,4.934508345971017,8.094173355596821,5.204160344915325,3.1066160314534907,4.72430577808248
0.5700000000000001,1.0924425453426168,4.071263199278805,6.7614749061246595,3.0940579480357955,9.97352289011416,8.951245947536883,2.3966897054392744,3.944861810827205,7.677823181389592,8.888189147515348
0.58,5.568197845911484,4.47189265763805,6.505610455754301,1.3731831775749193,4.286044049268169,8.695052933984739,6.34668341158481,2.5961137803393486,3.0865031513525443,4.524815193385442
0.59,3.9619986658475392,3.227871219910048,2.143195258116126,0.9801517281708705,7.40952062917966,7.018827146357482,8.095165884540076,7.298146600788213,2.9101412608671384,3.7886670125053437
0.6,3.3463197422937263,2.2303088921734027,9.37178736298807,6.624358521386321,7.3737334182497065,3.101800363386392,8.80597414120601,0.5994516701150543,8.30752374575155,4.405931792693068
0.61,4.818403599807477,4.780220675713377,0.5224354143646404,1.4476357914038063,7.790710930455257,3.0260813307334242,1.6693053683059533,6.562601539077581,8.49776586761803,8.039303696464296
0.62,8.023316999758364,4.919220769331652,0.5254408533063648,8.51780337703128,2.5674822313786305,7.759434672529459,5.617879723827502,2.5654721835832692,3.64313447159472,6.372830250901807
0.63,6.326338294986526,0.46545456968522303,4.9534338753659135,6.355772746654635,3.7632762818623258,0.36466198146943407,1.575460521405373,6.2112958676883,2.347682092410489,2.176494734482125
0.64,7.948067974487315,7.681702546397041,5.380652597084904,1.73132161263452,6.955681852331265,5.404003040362813,4.455950102908471,9.746744580354799,4.29118748390056,4.937460180204363
0.65,5.167565431378682,9.385224249856478,0.1301154270910354,8.023381613143458,3.906972707344919,3.0699160207951426,6.798879666676983,8.887282458857435,8.970911278347803,9.278095911868284
0.66,6.350280825815329,4.0749120036072375,6.999814472920591,7.248420188009812,2.1009927479225965,4.912425014516868,1.9261248739389758,6.928210951196569,8.489304806723858,1.0002550369790042
0.67,3.011242241714341,6.769959022172717,6.725430823120106,6.433195181614218,6.6838758822454505,1.6230242041778964,6.748553342274846,6.833801699675805,0.7302072870051279,0.7634403554566083
0.68,4.037612589663305,8.663856346512063,8.919237242338564,2.953978735794337,4.326978621948394,9.887196546602517,4.27724582980082,6.536002426903448,5.9523697032052025,9.617959811397194
0.6900000000000001,5.726286493769479,8.23653650830732,5.731493231669934,4.821900189223822,8.372050892452865,0.8408632690579998,4.904746406981699,7.440582700755329,3.12214010699309,4.357812633094797
0.7000000000000001,3.1987326491628476,3.7381835799511376,8.585284861153713,1.4675659665774343,5.341098433554661,8.272024789779538,7.19717261985217,4.146349748610087,7.239492843573158,8.650331700784612
0.71,3.0591771168452073,6.8708861741047,1.898435494807319,0.5510675356528871,0.0976045878683185,8.402674391219104,0.7594147699670661,3.050513632601816,3.7375921733731863,0.9225764291021898
0.72,9.673814301448045,1.9900712300863987,3.101264319758431,7.895499664473705,2.874488678014906,6.055562012542618,0.8974003875328251,8.621552666439293,6.654343373836328,9.80930084926221
0.73,4.305344018468713,9.877581893793195,0.9888642079386445,4.214326698824933,4.102890491050734,3.200532863309556,4.9588729788640675,3.2935767731031316,7.22808172615199,9.685720898509995
0.74,4.151739661017566,3.00795255242579,7.7930492980564825,7.121636201887781,3.4418094351985804,9.93059162694484,0.5098885245135243,4.238478393566526,7.488106657321704,7.045606672284496
0.75,4.303056796195617,7.241574623835001,8.328327805281177,0.786934264681356,8.861418044783521,1.8133481881622537,2.4857424372699333,9.477111112365813,1.9908061253347475,5.082680909442365
0.76,7.159676974849636,4.821053933157837,2.2582472113938543,7.103654029805155,7.942056878421089,9.711764211014485,5.81676917967857,7.1011346048744866,0.4716450439637865,2.809064543973012
0.77,6.288968048620498,2.427603329370067,0.9206290074822077,7.395133156196572,1.5019854531754662,5.978661466967412,7.829263838242544,6.129184726953146,5.907386543550678,6.7714501195151735
0.78,1.6407570387977566,5.14937483445427,1.9610892907844457,5.709053052358385,1.942723199792985,5.60530981819265,4.915351753431652,3.448116470421515,1.505495233238775,4.696096692982793
0.79,7.125807978562493,0.8609246143496119,2.244051099820209,6.331569278819373,4.289520681797057,1.324026874079679,9.092812633377708,6.634134907705644,4.806224455092778,4.313812634848099
0.8,2.9331812270705546,3.051869928625192,9.557212178906617,0.2577136275026992,0.4153866079590962,9.30140244225479,6.0144430767529,2.598667368379999,6.864226925410262,9.499480922272333
0.81,7.227161199370158,3.554759742496917,5.309421701725986,1.8063037840604412,9.957993715103784,3.910200929163267,6.987865904485227,3.4894063071034855,5.750451215229715,8.204417262765856
0.8200000000000001,4.268135152140877,3.221286264866187,9.293561868335635,6.769421468155454,8.810416743997669,4.225971255387073,4.146849151773954,3.6529761859577734,6.0304827077603615,8.679299135877773
0.8300000000000001,3.973902730569261,3.7895204030462972,8.113271928188473,8.043497247740113,5.248150321785689,8.830215953663158,7.372493917194319,8.96233901269642,5.124291892434959,5.0787499627159
0.84,6.866891238662499,0.516343852280079,5.5347029776542565,8.584391744813713,5.166376762468799,3.103287576247623,1.2204980622683481,7.160713218639197,6.474685602267169,2.0571559197863323
0.85,4.407820520208876,2.155881876666345,3.0035911341207653,2.355395616599092,6.515127891199933,2.038586432130561,9.97890789949759,0.2639598154619882,1.750545438954375,9.230264941226826
0.86,6.342611952500938,8.449601649930717,6.086119135942628,6.2467435283948785,9.077836432419458,2.0581770114618547,0.984109063579548,0.6078403637637053,9.217560658456323,4.717429157530281
0.87,6.827767298002331,7.5203256603132544,7.295086558314791,9.231825738438559,4.112253426119773,5.90206946833422,9.465286653376914,9.397428499013547,5.630803659690474,6.610743754525461
0.88,2.825960262028786,7.683707439644973,8.18151552597525,5.932383418942666,7.652355525576545,9.71447754292523,2.9594802114456655,0.01905993861562094,8.087037151698377,0.8495700390996785
0.89,9.150380032578378,1.2926190139582094,6.532892136024223,5.723677711778986,4.5271881301074295,7.879188288154243,6.016514954486533,9.335976422673976,3.3525983085656517,8.147624663979293
0.9,3.351749398838715,4.445665169709017,7.849783926090444,7.526754949196359,7.93423007379694,4.591384652625305,9.951911745538757,3.2203657340332636,7.870282613391941,8.334719676321088
0.91,4.1200747324045075,3.5365508983920133,3.1064017541764133,6.421790805421562,9.274593929041131,7.444352743177639,5.183350712772677,9.856355208577437,3.67279355466839,0.2192065631237139
0.92,4.761359168454886,5.629105206945484,4.603344950604877,7.655046895693617,0.2800475669567226,4.029472518563054,8.427761194064857,7.440164915331651,8.88171415008294,7.001366796745803
0.93,7.475739350685652,7.333093170681635,2.6735940813860015,3.9876958705844388,5.028792040547151,4.536156715035134,7.142652990661845,4.916632331189563,6.075853547314881,7.094786448087244
0.9400000000000001,8.205528848997822,2.234473626434509,1.2071686173287344,8.900126201905547,3.0221130587898193,5.091373992766871,1.4998996297510103,2.05134637434245,4.506130370699644,9.390959300134085
0.9500000000000001,4.039394778031022,0.9053164695186644,0.27554013391996035,0.4361511091104553,7.318395044848027,9.996514065315502,5.421321122394858,5.621456921991406,1.473528668675823,6.209757304796718
0.96,9.161985376806797,7.269316998057828,1.9584814217742441,2.439095712332998,0.10010589316071461,3.383888776871343,4.521703342152214,2.927087430596711,2.224333108235206,2.7795573936481
0.97,3.887426714935862,3.991267645590116,4.996590334459397,6.825909290906162,5.696080098676415,7.321885831348287,5.8813680416755085,7.949088367882778,3.2707950573482703,8.25626790234707
0.98,6.90098377046569,3.3620232041292475,0.22850912580837046,9.966664321209823,1.2793610290173807,1.6994294791157472,9.984162865617819,7.378428937660998,5.0354657045087405,2.023273131317329
0.99,6.084936329542236,3.932925457093229,7.475303063158693,4.277774685402333,6.732540074911759,6.171372971520621,7.524769967988446,1.4019176798349198,3.5913432833644587,1.88051186876952
